COLLISION_ID,year,LATITUDE,LONGITUDE,NUMBER OF PERSONS KILLED
4443779,2021,40.72165,-73.886444,1.0
4442687,2021,40.68038,-73.80466,1.0
4442673,2021,40.677715,-73.93587,1.0
4441354,2021,40.738728,-73.812164,1.0
4440770,2021,40.759727000000005,-73.8455,1.0
4440769,2021,40.742059999999995,-73.82453000000001,1.0
4441449,2021,40.847794,-73.82670999999999,1.0
4442158,2021,40.65616,-73.76736,2.0
4439478,2021,40.826656,-73.8739,1.0
4439505,2021,40.647594,-73.97351,1.0
4438609,2021,40.703434,-73.91181,1.0
4437642,2021,40.677288,-73.92824,1.0
4436976,2021,40.737133,-73.99033,1.0
4436428,2021,40.726620000000004,-73.757324,1.0
4435874,2021,40.859093,-73.93745,1.0
4437506,2021,40.608253000000005,-74.08879,1.0
4443281,2021,40.646374,-74.01590999999999,1.0
4435311,2021,40.661384999999996,-73.8841,1.0
4435313,2021,40.659485,-73.918304,1.0
4433549,2021,40.6528,-73.86389,1.0
4433274,2021,40.819786,-73.91216,1.0
4433109,2021,40.758309999999994,-73.96294,1.0
4433548,2021,40.785294,-73.96934499999999,1.0
4432515,2021,40.676144,-73.893074,1.0
4432786,2021,40.637454999999996,-73.92886,1.0
4434120,2021,40.62788,-73.93251,1.0
4429676,2021,40.586315,-73.80653000000001,1.0
4430829,2021,40.839676000000004,-73.871216,1.0
4428754,2021,40.866046999999995,-73.87207,1.0
4430850,2021,40.675354,-73.952774,2.0
4428465,2021,40.74658,-73.99756,1.0
4427753,2021,40.899628,-73.84435,1.0
4427548,2021,40.71997,-73.99290500000001,1.0
4426623,2021,40.679363,-73.7973,1.0
4432163,2021,40.714622,-73.90117,1.0
4427132,2021,40.72416,-73.754974,1.0
4426252,2021,40.75979,-73.98793,1.0
4426253,2021,40.816615999999996,-73.89414000000001,1.0
4426256,2021,40.607178000000005,-73.91642,1.0
4425001,2021,40.77353,-73.98534000000001,1.0
4423679,2021,40.78322,-73.84586,1.0
4422826,2021,40.880534999999995,-73.83211999999999,1.0
4423067,2021,40.76015,-73.9988,1.0
4422373,2021,40.686085,-73.98266600000001,1.0
4421897,2021,40.83232,-73.87395,1.0
4422371,2021,40.681999999999995,-73.96866999999999,1.0
4422372,2021,40.74331,-73.87451,1.0
4421901,2021,40.777958,-73.90847,1.0
4421887,2021,40.820515,-73.930695,1.0
4420435,2021,40.839237,-73.94688000000001,1.0
4420310,2021,40.842514,-73.871544,1.0
4420041,2021,40.680687,-73.84459,2.0
4420981,2021,40.769283,-73.82445,1.0
4419561,2021,40.738457000000004,-73.93981,3.0
4419912,2021,40.639053000000004,-73.9213,1.0
4419608,2021,40.86808,-73.90858,2.0
4419564,2021,40.68651,-73.954544,1.0
4418820,2021,40.63926,-73.93777,1.0
4418336,2021,40.62897,-73.90323000000001,1.0
4417604,2021,40.720795,-73.94496,1.0
4417621,2021,40.71045,-73.95687,1.0
4417309,2021,40.748065999999994,-73.84918,1.0
4417575,2021,40.65461,-73.922,1.0
4415647,2021,40.664993,-73.80229,1.0
4415909,2021,40.715176,-73.951965,1.0
4415906,2021,40.505527,-74.23819,1.0
4413273,2021,40.68775,-73.79039,1.0
4412948,2021,40.563915,-74.11636999999999,1.0
4413106,2021,40.686516,-73.78883,1.0
4412249,2021,40.77486,-73.90890999999999,1.0
4411011,2021,40.7423,-73.781235,1.0
4411518,2021,40.744644,-73.77041,1.0
4411521,2021,40.856358,-73.826515,1.0
4410383,2021,40.677746,-73.73096,1.0
4410388,2021,40.643063,-73.95166,1.0
4410389,2021,40.86357,-73.92602,1.0
4410387,2021,40.803696,-73.93791999999999,1.0
4409176,2021,40.692135,-73.83485,1.0
4408961,2021,40.82289,-73.94208,1.0
4410382,2021,40.61424,-73.98824,1.0
4408695,2021,40.770527,-73.98012,1.0
4408694,2021,40.711259999999996,-73.89986400000001,1.0
4408062,2021,40.782463,-73.97883,1.0
4408063,2021,40.620487,-74.02930500000001,1.0
4407071,2021,40.724262,-73.93766,1.0
4406821,2021,40.713398,-73.95640999999999,1.0
4407073,2021,40.59662,-74.00231,1.0
4407069,2021,40.71252,-73.93833000000001,1.0
4407509,2021,40.830307,-73.89873,1.0
4406375,2021,40.668797,-73.93113000000001,1.0
4405393,2021,40.577213,-73.96329,1.0
4404594,2021,40.61877,-73.929794,1.0
4404421,2021,40.768593,-73.98522,1.0
4404420,2021,40.69365,-73.98333000000001,1.0
4404422,2021,40.774370000000005,-73.963554,1.0
4403290,2021,40.888596,-73.89068,1.0
4401549,2021,40.771305,-73.87664000000001,1.0
4401009,2021,40.69612,-73.74619,1.0
4399845,2021,40.6414,-74.02125,1.0
4399202,2021,40.819542,-73.91353000000001,1.0
4399201,2021,40.708870000000005,-73.81871,1.0
4399035,2021,40.67412,-73.88081,1.0
4397902,2021,40.621357,-74.02198,1.0
4397849,2021,40.846577,-73.913155,1.0
4397845,2021,40.90146,-73.87875,1.0
4396626,2021,40.59325,-74.11065,1.0
4397262,2021,40.65911,-73.89922,1.0
4396621,2021,40.6722,-73.734604,1.0
4396615,2021,40.747543,-73.97079000000001,1.0
4395993,2021,40.620968,-74.12374,1.0
4395193,2021,40.70089,-73.94221,1.0
4394263,2021,40.70774,-73.95361,1.0
4394349,2021,40.6742,-73.99984,1.0
4394172,2021,40.787224,-73.95416999999999,1.0
4393349,2021,40.87892,-73.90479,1.0
4393789,2021,40.678722,-73.952995,1.0
4392412,2021,40.616425,-74.1664,2.0
4392150,2021,40.673325,-73.84326,1.0
4392149,2021,40.62806,-74.02029,1.0
4391598,2021,40.869495,-73.82619,1.0
4389661,2021,40.757934999999996,-73.98557,1.0
4387714,2021,40.75898,-73.96244,1.0
4387617,2021,40.603615000000005,-74.06931,1.0
4385848,2021,40.616609999999994,-73.926636,1.0
4384771,2021,40.88845,-73.841965,1.0
4384065,2021,40.865532,-73.86238,1.0
4383926,2021,40.626663,-74.07565,1.0
4382929,2021,40.531895,-74.22113,1.0
4382059,2021,40.814934,-73.91496,1.0
4383881,2021,40.745841999999996,-73.70654,1.0
4390593,2021,40.64433,-73.919914,1.0
4381540,2021,40.615359999999995,-73.987076,1.0
4381003,2021,40.805557,-73.91046999999999,1.0
4380776,2021,40.601368,-73.760056,2.0
4380653,2020,40.67086,-73.99153000000001,1.0
4379392,2020,40.8047,-73.91243,1.0
4379369,2020,40.574894,-73.98662,1.0
4379374,2020,40.82802,-73.93122,1.0
4381549,2020,40.662132,-73.999275,1.0
4379386,2020,40.681484000000005,-73.84788,1.0
4379372,2020,40.714529999999996,-73.9444,1.0
4377658,2020,40.639275,-73.90746,1.0
4377662,2020,40.702686,-73.92084,1.0
4375378,2020,40.794132,-73.94281,1.0
4375377,2020,40.652752,-73.88629,2.0
4375361,2020,40.797306,-73.93446,1.0
4375381,2020,40.614456,-73.9154,1.0
4374651,2020,40.635483,-73.92381,1.0
4374650,2020,40.666588,-73.80809,1.0
4373345,2020,40.68795,-73.82502,1.0
4372732,2020,40.8511,-73.90468,1.0
4372059,2020,40.566494,-74.11377,1.0
4372060,2020,40.666187,-73.79176,1.0
4372558,2020,40.843174,-73.91196,1.0
4374772,2020,40.828,-73.84701,1.0
4370706,2020,40.711643,-73.94391999999999,1.0
4370703,2020,40.617664000000005,-73.962814,1.0
4370234,2020,40.585037,-73.95645,1.0
4370364,2020,40.72175,-73.87546,1.0
4370704,2020,40.745922,-73.97010999999999,1.0
4369771,2020,40.732033,-73.91893,1.0
4370200,2020,40.685320000000004,-73.98071,1.0
4369419,2020,40.71991,-73.809044,1.0
4369300,2020,40.651405,-73.758896,2.0
4368377,2020,40.82101,-73.86575,1.0
4369418,2020,40.74977,-73.987785,1.0
4367505,2020,40.845985,-73.884476,1.0
4367428,2020,40.678867,-73.90823,1.0
4367320,2020,40.637096,-73.93465,1.0
4366939,2020,40.771347,-73.92285,1.0
4366019,2020,40.698265,-73.93399000000001,1.0
4365099,2020,40.68419,-73.8703,1.0
4365521,2020,40.8252,-73.867714,1.0
4365518,2020,40.804695,-73.92239000000001,1.0
4364005,2020,40.875479999999996,-73.85758,1.0
4363688,2020,40.735413,-73.91835,1.0
4363262,2020,40.784943,-73.94659399999999,1.0
4362781,2020,40.705147,-73.7957,2.0
4362433,2020,40.84773,-73.85709,1.0
4362350,2020,40.865314,-73.836365,2.0
4360016,2020,40.686695,-73.81498,1.0
4359646,2020,40.784096000000005,-73.95856500000001,1.0
4358928,2020,40.630325,-74.142555,1.0
4358913,2020,40.642025,-73.99918000000001,1.0
4358910,2020,40.749283,-73.75664499999999,1.0
4358649,2020,40.87142,-73.90654,1.0
4358899,2020,40.706768,-73.75373,1.0
4358914,2020,40.748543,-73.94964,1.0
4358000,2020,40.59075,-74.08837,1.0
4357095,2020,40.688435,-73.78765,1.0
4356320,2020,40.6075,-74.14636999999999,1.0
4356322,2020,40.848793,-73.94358000000001,1.0
4355332,2020,40.660796999999995,-73.87183,1.0
4355333,2020,40.665490000000005,-73.81953399999999,3.0
4355330,2020,40.757565,-73.90191,1.0
4354958,2020,40.857903,-73.86468,1.0
4354566,2020,40.824352000000005,-73.82021999999999,1.0
4354880,2020,40.644455,-74.0183,1.0
4354569,2020,40.76889,-73.9821,1.0
4352638,2020,40.807095000000004,-73.945984,1.0
4352967,2020,0.0,0.0,1.0
4352694,2020,40.736534000000006,-73.85611,1.0
4352086,2020,40.851757,-73.88473,1.0
4351824,2020,40.77012,-73.95741,1.0
4351439,2020,40.75671,-73.986465,1.0
4351821,2020,40.85352,-73.902725,1.0
4351322,2020,40.878468,-73.82826999999999,1.0
4351313,2020,40.771522999999995,-73.914314,1.0
4350294,2020,40.814106,-73.88541,1.0
4349728,2020,40.727978,-73.871025,1.0
4350554,2020,40.752316,-73.8324,1.0
4349479,2020,40.67974,-73.87839,1.0
4349341,2020,40.679005,-73.81959499999999,1.0
4349816,2020,40.69603,-73.943535,1.0
4348462,2020,40.658295,-73.93109,1.0
4348484,2020,40.665386,-73.74493000000001,1.0
4346641,2020,40.61462,-73.968666,1.0
4346640,2020,40.808956,-73.94041,1.0
4345611,2020,40.742996000000005,-73.75073,1.0
4345623,2020,40.70113,-73.96087,1.0
4345121,2020,40.89711,-73.908066,1.0
4345572,2020,40.761547,-73.83113,1.0
4345591,2020,40.771038,-73.83413,1.0
4345021,2020,40.86817,-73.88215,1.0
4344929,2020,40.75658,-73.92975600000001,1.0
4344891,2020,40.8252,-73.867714,1.0
4344801,2020,40.74511,-73.90864,1.0
4344340,2020,40.756996,-73.90784000000001,1.0
4343914,2020,40.713497,-73.75822,1.0
4343877,2020,40.608433000000005,-74.15544,1.0
4343844,2020,40.75734,-73.98602,1.0
4343360,2020,40.854588,-73.90187,1.0
4342716,2020,40.835373,-73.842186,1.0
4342458,2020,40.7042,-73.88288,1.0
4341647,2020,40.666595,-73.87176,1.0
4340814,2020,40.707436,-73.727554,1.0
4339471,2020,40.700855,-73.86837,1.0
4339469,2020,40.59515,-73.75321,1.0
4338478,2020,40.833843,-73.94851,1.0
4338622,2020,40.693295,-73.80802,1.0
4338477,2020,40.608833000000004,-74.12118000000001,1.0
4337926,2020,40.874325,-73.86707,1.0
4337124,2020,40.861336,-73.86680600000001,1.0
4336321,2020,40.765137,-73.81944,1.0
4336574,2020,40.8344,-73.87276,1.0
4335527,2020,40.840153,-73.88571999999999,1.0
4335005,2020,40.71093,-73.813576,1.0
4334709,2020,40.674232,-73.86176999999999,1.0
4334707,2020,40.86157,-73.913185,1.0
4334710,2020,40.744762,-73.99517,1.0
4334712,2020,40.6468,-73.88495999999999,1.0
4334706,2020,40.640373,-73.89702,1.0
4334713,2020,40.840508,-73.85515,1.0
4332747,2020,40.716038,-73.86123,1.0
4332533,2020,40.724693,-73.76481,1.0
4332387,2020,40.714825,-73.95881999999999,1.0
4331886,2020,40.85738,-73.92973,1.0
4331338,2020,40.756316999999996,-73.83369,1.0
4331340,2020,40.895267,-73.86157,1.0
4331339,2020,40.605422999999995,-74.072464,1.0
4330670,2020,40.835087,-73.82538000000001,2.0
4329988,2020,40.586117,-73.93604,1.0
4330574,2020,40.732006,-73.95795,1.0
4329842,2020,40.854929999999996,-73.82616999999999,1.0
4328565,2020,40.795536,-73.977234,1.0
4328665,2020,40.662409999999994,-73.90987,1.0
4328212,2020,40.844367999999996,-73.88902,1.0
4327676,2020,40.589929999999995,-73.90059000000001,3.0
4332218,2020,40.643166,-73.9905,1.0
4328970,2020,40.634815,-73.901276,1.0
4327173,2020,40.599509999999995,-73.749794,1.0
4330492,2020,40.686659999999996,-73.8795,1.0
4326077,2020,40.62573,-73.9564,1.0
4324297,2020,40.75314,-73.87262,1.0
4324645,2020,40.657055,-73.89383000000001,1.0
4324648,2020,40.81005,-73.88724,1.0
4324167,2020,40.582584000000004,-73.83022,1.0
4323817,2020,40.826427,-73.950455,1.0
4323511,2020,40.84434,-73.892044,1.0
4322855,2020,40.838029999999996,-73.867325,1.0
4322416,2020,40.636044,-73.890686,1.0
4322261,2020,40.680305,-73.844536,1.0
4322264,2020,40.66028,-73.92576,1.0
4320573,2020,40.764896,-73.97256,1.0
4319886,2020,40.679565000000004,-73.93436,1.0
4320868,2020,40.52257,-74.19001,1.0
4319587,2020,40.643784000000004,-73.90218,1.0
4319462,2020,40.811512,-73.89053,1.0
4319421,2020,40.812622,-73.92934,1.0
4319173,2020,40.654666999999996,-73.907394,1.0
4319232,2020,40.75093,-73.89751,1.0
4318354,2020,40.74693,-73.84866,1.0
4317853,2020,40.6338,-73.8897,1.0
4318417,2020,40.809104999999995,-73.9229,1.0
4317661,2020,40.667667,-73.80715,1.0
4317560,2020,40.715145,-73.74935,1.0
4317355,2020,40.89225,-73.86140400000001,1.0
4316783,2020,40.698859999999996,-73.76271,1.0
4315469,2020,40.793816,-73.94012,1.0
4315230,2020,40.682514000000005,-73.75665,1.0
4315124,2020,40.602074,-74.1672,1.0
4314643,2020,40.689735,-73.72674,1.0
4314772,2020,40.788579999999996,-73.95528399999999,1.0
4314641,2020,40.826275,-73.85970999999999,1.0
4314396,2020,40.687447,-73.748856,1.0
4314397,2020,40.704857000000004,-73.827286,1.0
4312935,2020,40.731359999999995,-73.98257,1.0
4312203,2020,40.68326,-73.84151999999999,1.0
4310960,2020,40.643063,-73.95166,1.0
4310816,2020,40.789528000000004,-73.820435,1.0
4310365,2020,40.811428,-73.90091,2.0
4310289,2020,40.544487,-74.176506,1.0
4310287,2020,40.78694,-73.77558,1.0
4309659,2020,40.73361,-73.835915,1.0
4309394,2020,40.681923,-73.831924,1.0
4309395,2020,40.814403999999996,-73.96446999999999,1.0
4308881,2020,40.747833,-73.83301,1.0
4308570,2020,40.58667,-73.96615600000001,1.0
4307837,2020,40.74216,-73.89733000000001,1.0
4307724,2020,40.824265000000004,-73.95642,1.0
4303422,2020,40.73556,-73.915054,1.0
4301427,2020,40.760436999999996,-73.89384,1.0
4300320,2020,40.700615,-73.89673,1.0
4300493,2020,40.62474,-74.12785,1.0
4300326,2020,40.803894,-73.95821,1.0
4298306,2020,40.612293,-74.03412,1.0
4296479,2020,40.70333,-73.8638,1.0
4294313,2020,40.667835,-73.89484,1.0
4294351,2020,40.598003000000006,-73.99191,1.0
4294252,2020,40.857903,-73.86468,1.0
4293236,2020,40.663914,-73.86716,1.0
4292993,2020,40.820479999999996,-73.81809,1.0
4292870,2020,40.75565,-73.76716,1.0
4292133,2020,40.605934000000005,-74.000465,1.0
4294348,2020,40.732395000000004,-73.87644,1.0
4290824,2020,40.796356,-73.93220500000001,1.0
4289784,2020,40.8076,-73.93719,1.0
4288960,2020,40.823578000000005,-73.878136,1.0
4289605,2020,40.8651,-73.92189,1.0
4286649,2020,40.737194,-73.97447,1.0
4287217,2020,40.80777,-73.94549,1.0
4285904,2020,40.62782,-74.12125999999999,1.0
4288512,2020,40.83801,-73.87329,1.0
4284635,2020,40.73873,-73.7573,1.0
4284064,2020,40.643665000000006,-73.94203,1.0
4278634,2020,40.748398,-73.72879,4.0
4278630,2020,40.71654,-73.996994,1.0
4274978,2020,40.683516999999995,-73.75532,1.0
4274204,2020,40.621216,-73.93539,1.0
4274148,2020,40.601948,-73.99382,1.0
4273603,2020,40.688324,-73.96481999999999,1.0
4273154,2020,40.60115,-73.97839,1.0
4273507,2020,40.632782,-73.99446,1.0
4272653,2020,40.890648,-73.84875,1.0
4270026,2020,40.636590000000005,-73.994736,1.0
4269930,2020,40.737159999999996,-73.86405,1.0
4269925,2020,40.549496000000005,-74.18124399999999,1.0
4269924,2020,40.634552,-73.91476999999999,1.0
4267694,2020,40.76465,-73.823494,1.0
4267418,2019,40.805737,-73.94065,1.0
4266084,2019,40.57629,-73.968544,1.0
4264999,2019,40.80322,-73.95253000000001,1.0
4264773,2019,40.677032000000004,-73.82468399999999,1.0
4264249,2019,40.650448,-73.91111,1.0
4262391,2019,40.672670000000004,-73.99002,1.0
4263225,2019,40.764053000000004,-73.99225,1.0
4262052,2019,40.719936,-74.001434,1.0
4261339,2019,40.65433,-74.00742,1.0
4260494,2019,40.755905,-73.83044,1.0
4260442,2019,40.788579999999996,-73.95528399999999,1.0
4260517,2019,40.639996000000004,-74.00488,1.0
4258625,2019,40.587414,-73.938416,1.0
4256870,2019,40.75119,-73.90203000000001,1.0
4256869,2019,40.704155,-73.90751999999999,1.0
4254875,2019,40.796,-73.93542,1.0
4255483,2019,40.709866,-73.91119,1.0
4254178,2019,40.63742,-73.92401,1.0
4254184,2019,40.769740000000006,-73.982124,1.0
4254176,2019,40.680347,-73.79278599999999,1.0
4252982,2019,40.746033000000004,-73.93441,1.0
4252109,2019,40.692265,-73.98820500000001,1.0
4251072,2019,40.59387,-73.9818,1.0
4251411,2019,40.616295,-73.92990999999999,1.0
4251933,2019,40.616295,-73.92990999999999,1.0
4249703,2019,40.744859999999996,-73.71112,1.0
4249705,2019,40.675734999999996,-73.89686,1.0
4249421,2019,40.746047999999995,-73.89903000000001,1.0
4247599,2019,40.753765,-73.80489,1.0
4246401,2019,40.560085,-74.11318,1.0
4248132,2019,40.76315,-73.81260999999999,1.0
4242569,2019,40.739964,-73.81759,1.0
4243991,2019,40.67901,-73.91098000000001,1.0
4242570,2019,40.8283,-73.88296,1.0
4241761,2019,40.737194,-73.97447,1.0
4239304,2019,40.801753999999995,-73.93121,1.0
4237896,2019,40.84519,-73.9112,1.0
4237237,2019,40.75595,-73.99074,1.0
4237236,2019,40.623253000000005,-74.08383,1.0
4236753,2019,40.71116,-73.879074,1.0
4235971,2019,40.70058,-73.80775,1.0
4233836,2019,40.698643,-73.94697,1.0
4236734,2019,40.6094,-73.967674,1.0
4232816,2019,40.600229999999996,-73.9956,1.0
4231393,2019,40.67818,-73.870705,1.0
4231424,2019,40.76318,-73.876335,1.0
4227214,2019,40.776234,-73.943825,1.0
4227015,2019,40.661156,-73.87101,1.0
4225405,2019,40.583667999999996,-73.94843,1.0
4223691,2019,40.666934999999995,-73.782715,1.0
4227325,2019,40.612522,-73.81978000000001,1.0
4223206,2019,40.65616,-73.76736,1.0
4225404,2019,40.644,-73.976585,1.0
4220122,2019,40.680240000000005,-73.89602,1.0
4225519,2019,40.628803000000005,-73.97404,1.0
4218016,2019,40.825283,-73.88648,2.0
4216944,2019,40.752243,-73.70212,1.0
4216913,2019,40.82546,-73.8149,1.0
4217361,2019,40.598717,-73.93758000000001,1.0
4214338,2019,40.75933,-73.88511,1.0
4214054,2019,40.586746000000005,-73.81711999999999,1.0
4212116,2019,40.884285,-73.898544,1.0
4210962,2019,40.830223,-73.83404499999999,1.0
4210967,2019,40.729442999999996,-73.82551,1.0
4210973,2019,40.740913,-73.95226,1.0
4207959,2019,40.88065,-73.86494,1.0
4208186,2019,40.709568,-73.79115,1.0
4207944,2019,40.744392,-73.85889,1.0
4206893,2019,40.83664,-73.83381999999999,1.0
4207715,2019,40.673706,-73.93899,1.0
4204216,2019,40.735752000000005,-73.88051999999999,1.0
4205130,2019,40.736702,-73.95021,1.0
4202753,2019,40.68225,-73.81517,1.0
4203589,2019,40.62095,-73.9555,1.0
4203598,2019,40.870888,-73.872215,1.0
4201958,2019,40.669655,-73.99253,1.0
4198743,2019,40.60439,-73.7408,1.0
4198817,2019,40.699673,-73.94005600000001,1.0
4196472,2019,40.83489,-73.8663,1.0
4196592,2019,40.801190000000005,-73.93003,1.0
4194495,2019,40.629543,-73.96608,1.0
4194400,2019,40.710409999999996,-73.98545,1.0
4195167,2019,40.882328,-73.891655,1.0
4194033,2019,40.644814000000004,-73.90483,1.0
4189966,2019,40.714024,-73.902374,1.0
4187584,2019,40.88709,-73.87803000000001,1.0
4188033,2019,40.619984,-73.96427,1.0
4187133,2019,40.79806,-73.97554000000001,2.0
4187134,2019,40.85821,-73.91679,1.0
4188135,2019,40.826553000000004,-73.93466,1.0
4188207,2019,40.738045,-73.996346,1.0
4191640,2019,40.74463,-73.99898,1.0
4185526,2019,40.640823,-73.96531,1.0
4183333,2019,40.864227,-73.89578,1.0
4183329,2019,40.668415,-73.91042,1.0
4181646,2019,40.725918,-73.89535,1.0
4185690,2019,40.7429,-73.99280999999999,1.0
4180307,2019,40.675632,-73.89878,1.0
4215621,2019,40.7429,-73.99280999999999,1.0
4180949,2019,40.660625,-73.736275,1.0
4179924,2019,40.75112,-73.97126999999999,1.0
4179197,2019,40.656124,-74.00591,1.0
4179373,2019,40.73826,-73.79895,1.0
4179564,2019,40.70089,-73.89336,1.0
4176747,2019,40.689842,-73.850075,1.0
4175816,2019,40.633858000000004,-74.12595999999999,1.0
4175814,2019,40.7263,-73.94913000000001,1.0
4175135,2019,40.79656,-73.97225999999999,1.0
4171661,2019,40.640373,-73.89702,1.0
4170124,2019,40.666354999999996,-73.8045,1.0
4166853,2019,40.646378000000006,-73.97085,1.0
4166418,2019,40.812103,-73.94976,1.0
4165305,2019,40.762287,-73.97027,1.0
4164446,2019,40.69596,-73.964096,1.0
4163688,2019,40.739105,-73.769035,1.0
4163168,2019,40.70621,-73.93960600000001,1.0
4161641,2019,40.737682,-73.85206,1.0
4163158,2019,40.846565000000005,-73.92589,1.0
4161613,2019,40.62356,-73.927376,1.0
4162733,2019,40.64437,-73.9757,1.0
4160090,2019,40.729996,-73.91187,1.0
4163415,2019,40.667027000000004,-73.911026,1.0
4164457,2019,40.889183,-73.88906,1.0
4158497,2019,40.64165,-73.90378,1.0
4157732,2019,40.667076,-73.78265999999999,2.0
4156361,2019,40.743866,-73.82568,1.0
4156479,2019,40.671009999999995,-73.92239000000001,1.0
4156125,2019,40.623974,-74.14903000000001,1.0
4153288,2019,40.811428,-73.90091,1.0
4149499,2019,40.725506,-73.73765999999999,1.0
4148419,2019,40.65375,-73.90165999999999,1.0
4148772,2019,40.605213,-74.012375,1.0
4147255,2019,40.608204,-73.920715,2.0
4149584,2019,40.519127000000005,-74.19714,1.0
4143519,2019,40.701443,-73.74134000000001,1.0
4141979,2019,40.843765000000005,-73.88546,1.0
4140899,2019,40.666354999999996,-73.8045,1.0
4140593,2019,40.656082,-73.95306,1.0
4140045,2019,40.681473,-73.784676,1.0
4138529,2019,40.799458,-73.95154000000001,1.0
4137834,2019,40.89165,-73.86453,1.0
4135659,2019,40.69917,-73.79953,1.0
4138599,2019,40.737328000000005,-73.99266,1.0
4134167,2019,40.720837,-73.997665,1.0
